Drug_wlkffqozug : (Drug_ueahriohcd,Eff_gaftvdwbrs) 
Drug_kggnitiwmp : (Drug_ueuphxyoed,Eff_lskniujkqr) 
Drug_ssrwmhlnks : (Drug_ylommoudpe,Eff_tczyudpacl) 
Drug_bxktwhabte : (Drug_mclzikzzji,Eff_bovqumwusw) 
Drug_btbmodwxfo : (Drug_evpzymmpgp,Eff_lhmiqblqfa) 
Drug_mpuwnyprpe : (Drug_emohqcpjrc,Eff_qeynlvquao) 
Drug_ynrqjkzrki : (Drug_wdzyhuvhop,Eff_cutpdpaxuk) 
Drug_zmpvqtnyau : (Drug_nadvdfxkeu,Eff_qzuubyoxge) 
Drug_kzfsiwpjgq : (Drug_fgwgnwvdxd,Eff_sfygfrmjux) ; (Drug_svfecnvgdm,Eff_otpcegzxdf) 
Drug_yinvezivqj : (Drug_toqbhvviga,Eff_hrnqdbqtdv) 
Drug_srzlbzpblr : (Drug_mhaimurnie,Eff_pjcyrpqped) 
Drug_hamkhjnjgm : (Drug_zximtljswt,Eff_lqvovaaxpa) 
Drug_dbvxcnwbcs : (Drug_bvmlogryso,Eff_ymqrlevpyb) 
Drug_msayszboaj : (Drug_qhjsnsoktd,Eff_bomqcbhcwr) 
Drug_fjqgxwwtbf : (Drug_aysajhunpv,Eff_aeoxklylfa) 
Drug_dforixecly : (Drug_eyvrceofqv,Eff_eqyepuocvp) 
Drug_mcdgiozeej : (Drug_skgvilrrgh,Eff_bwrlyfxzwl) 
Drug_xjzmjywlaw : (Drug_alyjaxchem,Eff_geogzmcpdl) 
Drug_ryhmiopddr : (Drug_wjehozgapl,Eff_ejiyqyqiff) 
Drug_drgepvajml : (Drug_tlkwfspeha,Eff_czjijebwoa) 
Drug_ngqzxpwban : (Drug_ntuhagonnk,Eff_tgklnszasp) 
Drug_odtyxvktyl : (Drug_tsnomxymgr,Eff_xtjrlklivm) 
Drug_mcjdvtnvmq : (Drug_saotjbpcxk,Eff_bnszgsnejk) 
Drug_foftqixvdy : (Drug_hnqbmiyffx,Eff_itqvessqwm) 
Drug_fnflhimaap : (Drug_xevyszpjiu,Eff_osvxmuwjor) 
Drug_skgvilrrgh : (Drug_mcdgiozeej,Eff_bwrlyfxzwl) 
Drug_wfnhdpjpgf : (Drug_nznydccgmx,Eff_wiqsgncbmh) 
Drug_telolheqem : (Drug_eiynhihfmy,Eff_dlcwmgrrvc) 
Drug_jxiueqmpie : (Drug_oxmoeulvdq,Eff_bwbnauozpn) 
Drug_pykwjwfeik : (Drug_xgrofcuvey,Eff_cxgihxjugf) 
Drug_tbflnsiylz : (Drug_rpdsqvfnpj,Eff_qcbbjvakcb) 
Drug_wvmivokuff : (Drug_aakzgqflif,Eff_oqiddxxbjn) 
Drug_qemvjzlxmi : (Drug_ltcwsnvwdo,Eff_rukdybeswy) 
Drug_sqsxhewsqj : (Drug_nmqrclvuli,Eff_sawcjyolgf) 
Drug_hcwwdnkcda : (Drug_ckjykvrsyb,Eff_becwvwvkju) 
Drug_bjeeugohka : (Drug_xwhrisiqtk,Eff_ngynpsvvlr) 
Drug_bkpugfafhg : (Drug_pakmiplfqr,Eff_wsrvwkyoku) 
Drug_gnfntlckac : (Drug_xcctojnqwu,Eff_tnjrqbaibl) 
Drug_zudqffaviu : (Drug_jxyjncbayu,Eff_rpsgzliaga) 
Drug_hljvhdemgc : (Drug_kxuzxcgycu,Eff_abikmascfw) 
Drug_rjdpfevmaz : (Drug_gkvfahkpcv,Eff_zcxnnryhcf) ; (Drug_qsmrxacyah,Eff_zmnaznxtnx) 
Drug_dpnmymhdnn : (Drug_inwvpyoinb,Eff_ejayjqdfdc) 
Drug_krxikqrpwr : (Drug_jxzycfqpvi,Eff_pvmexbthld) 
Drug_nunubfjqss : (Drug_nlcejwxlpu,Eff_piiyicqjck) 
Drug_aylejfzqyl : (Drug_tjxyqdgypz,Eff_alxxxlaxjg) 
Drug_fhwmngieeg : (Drug_abqixgrmnv,Eff_zsffdgzzlm) 
Drug_bbkrvsiqct : (Drug_etlbqloegj,Eff_easvspowfs) 
Drug_tudrqvtdzx : (Drug_jvzsckktrm,Eff_glspdunobx) 
Drug_qykhrezcpr : (Drug_yiuiljsono,Eff_udatjgtamq) 
Drug_idfggmbepc : (Drug_crutexhddp,Eff_warsjykbad) 
Drug_tockrbucyx : (Drug_qlhvtctsyu,Eff_wiachcrnpd) 
Drug_qtajylknaa : (Drug_qzbcsonaeb,Eff_zplezfsnuh) 
Drug_ubbgbeuxwt : (Drug_rlumbbfkmd,Eff_adyfcbgazu) 
Drug_zztoyozgbb : (Drug_uafxbxfeqh,Eff_igcmgrtoig) 
Drug_gwiyawwojo : (Drug_xcubanidjy,Eff_ympqjzpdfy) 
Drug_wzuwaszzwx : (Drug_dvwtswsuwv,Eff_lcwpjvykub) 
Drug_dbssnkjrnq : (Drug_jlsvsvhlyx,Eff_hnwxsqtiub) 
Drug_uicamcgofj : (Drug_dxugsbwwss,Eff_xxtpsmwbzx) 
Drug_zwcuecomvt : (Drug_oobnnlgbpf,Eff_dbbqzznhhn) 
Drug_ybpulxbkpn : (Drug_vkepgdspvc,Eff_xvhlgcwtkc) 
Drug_qtnnfypdvh : (Drug_xwwquxluhm,Eff_fpahozjzyx) 
Drug_ihvkcbnsvg : (Drug_zgvklbzjtq,Eff_orujljynnv) 
Drug_cnjujkiwua : (Drug_rmbdchiggn,Eff_foibtevauz) 
Drug_umffupyoav : (Drug_kptwqdcmdv,Eff_difgdkqbqn) 
Drug_eugrxwxmbs : (Drug_qifnhwfjgo,Eff_bwvjkqeimx) 
Drug_lewqdnwzse : (Drug_rcaxznsntz,Eff_euvlgmjpgm) 
Drug_jalxmqmhsu : (Drug_qhflysfrht,Eff_wmqbekrdyg) 
Drug_qhuzziqkla : (Drug_qutjnotedc,Eff_ffesiilknc) 
Drug_vhdaxfruux : (Drug_aaolqohvwu,Eff_agsssthazj) 
Drug_bghryawsuv : (Drug_bsxwzigswu,Eff_oxgzygcxav) 
Drug_xfjhgxcibv : (Drug_jqpsgarpjz,Eff_oigeqfvplr) 
Drug_ienqomsrom : (Drug_cqxndfxbur,Eff_uihjvffnyj) 
Drug_sitezhzyml : (Drug_haxktuxeya,Eff_bstsazgkjq) 
Drug_bqzlqcqdqv : (Drug_yxuvxitvgp,Eff_bdovbwqmsm) 
Drug_eqynfetmci : (Drug_ptgutjapzi,Eff_fjwxjlgoxb) 
Drug_fotnasfnxg : (Drug_tyrmnfuyme,Eff_rzawoplszr) 
Drug_dufrzmjwgk : (Drug_fwxwizsler,Eff_hupdttokub) 
Drug_tcrytzgtfp : (Drug_xtfxpsehwf,Eff_iweymlbvbz) 
Drug_edttswxkpy : (Drug_zktltagzax,Eff_visowaebaj) 
Drug_jzdnlgcflp : (Drug_vucqwrdtov,Eff_pznzgmfxbv) 
Drug_mrvtxaefpd : (Drug_lqsazbbpns,Eff_abegveirgs) 
Drug_bbepotwbun : (Drug_ofelykmxjj,Eff_qtyqyeklqh) 
Drug_uemadzxfrh : (Drug_ludqarkneg,Eff_hdzbtfsldj) 
Drug_oyxttpdbwf : (Drug_ihgvlbnjta,Eff_flawtjyenl) 
Drug_megjcpegbd : (Drug_hwmmkvkwqn,Eff_uxddskmrxu) ; (Drug_vpuprydids,Eff_wawdmvyuea) 
Drug_cgkogyxlyk : (Drug_mjxvumjgos,Eff_frkmayjgpq) 
Drug_sqkvojzsbx : (Drug_xuphrgmhmd,Eff_aibddxotjl) 
Drug_rwqfjnohva : (Drug_tvfnuwmetw,Eff_zffoarltjz) 
Drug_fhpzanzktp : (Drug_oamydfudyc,Eff_mavwrueper) ; (Drug_llnjqbmcms,Eff_umoubuvkxg) 
Drug_wjpqcejzbx : (Drug_pnpbhzaych,Eff_nrilbwtxar) 
Drug_arpoomvfvv : (Drug_kncscbmven,Eff_fepmmplucx) 
Drug_hooanlrzxb : (Drug_bgqfuupflo,Eff_mnckstsnih) 
Drug_gzexmeiopc : (Drug_tjhpuqeqyy,Eff_clczhwgkyl) 
Drug_jguoyzlepl : (Drug_dgncgyxqyk,Eff_xnwaawwaoy) 
Drug_dutdercxer : (Drug_fuboozurjv,Eff_ivvvemnmvg) 
Drug_qlouhzomqu : (Drug_llnudcapsr,Eff_iaohzbqvoq) 
Drug_kqjskvwtgo : (Drug_shurzrtpok,Eff_waxiumvevk) 
Drug_axrvfjnegs : (Drug_xytsrxdhwi,Eff_jfedhzfalv) 
Drug_srckfeckih : (Drug_fsvcimsgru,Eff_hnjqmfnzlg) 
Drug_hbzkixcepf : (Drug_eqjehnmstb,Eff_brnpyubtos) 
Drug_qasnnewerk : (Drug_knedfjdfvx,Eff_zjykppnhxd) 
Drug_oouasfuadj : (Drug_fikjyqjaln,Eff_iaadrmschc) 
Drug_lfrzejlewx : (Drug_tnbgtpxhpf,Eff_ordlwcwpdq) 
Drug_fpmszfxnmx : (Drug_hbuzwaarzl,Eff_mwglfiftyl) 
Drug_dgclffznez : (Drug_fojtsyuqaa,Eff_yvbwtlsfde) 
Drug_rrtzjdjrui : (Drug_flksfnqpbl,Eff_nfnlkomisw) 
Drug_zpsojjbqvu : (Drug_mmxqmdtvgp,Eff_lljduqrxln) 
Drug_loanoktbcg : (Drug_bfhgmkeydj,Eff_serladysfc) 
Drug_umuowcjirb : (Drug_nnzqvtqrxa,Eff_tjbdcbbeah) 
Drug_breckppiyd : (Drug_llbgmtgoss,Eff_qvgrkfdsvj) 
Drug_gugkhqsopo : (Drug_oipufftzlg,Eff_gntbyrsutq) 
Drug_qgmkooxudx : (Drug_yqrztosjfo,Eff_niqqaeeezl) 
Drug_hrbxijjivv : (Drug_pkexeuugyd,Eff_hghiuqvutd) ; (Drug_bindsqdxxg,Eff_ppyfkyevif) 
Drug_ffczzkaueh : (Drug_fmbszczbvw,Eff_bivnkmrcql) 
Drug_yqxecuemeq : (Drug_qfxlssfzjz,Eff_arznxkccbi) 
Drug_btmehljvpy : (Drug_fiyoixgjjn,Eff_slgqrboaaj) 
Drug_teyrafczja : (Drug_wscfpuknjk,Eff_jqqvhpuxwl) 
Drug_icgrwoieen : (Drug_iqcjnvplwn,Eff_mdzuoncdgb) 
Drug_fdiniyasra : (Drug_xtvklkklis,Eff_ttoixxjjxn) 
Drug_qecfvoiudl : (Drug_wqkzssdzom,Eff_zbijwrkmyv) 
Drug_ssaiagzrnf : (Drug_imkydjvzcf,Eff_metnfqshji) 
Drug_zzpzlioowl : (Drug_njrykfzqwq,Eff_jlewrigqgl) 
Drug_xllgbkgzif : (Drug_cgmdlspmnw,Eff_jaqhyzuvhj) 
Drug_jskkliksnu : (Drug_wnwbpgspyy,Eff_ksorjrmnhd) 
Drug_tdpgqwwtef : (Drug_tldjgbdznq,Eff_eqbgznkllp) 
Drug_tdswfgaegz : (Drug_umudahwife,Eff_lxxknhijlj) 
Drug_eksgdekyev : (Drug_jhojxnkbcu,Eff_sfzpydnltm) 
Drug_rfrucgmdsu : (Drug_jzkagzblcn,Eff_iilmcrxyul) 
Drug_ldyenywwlx : (Drug_brmfefupah,Eff_cprhewvvij) 
Drug_aczlxtjnii : (Drug_hweyapzslg,Eff_nhbujwpycu) 
Drug_mrknxotgui : (Drug_pgxoalecfh,Eff_gusoctbnjc) 
Drug_bncqsmkwip : (Drug_tsjuscjwel,Eff_iwiyhafqgc) 
Drug_ccfcgaxnko : (Drug_gufyqimtwj,Eff_blrumbbnsh) 
Drug_tyweomrspx : (Drug_gwntbtobli,Eff_nvhcvlzcbb) 
Drug_rsbwqbfztv : (Drug_rvzxrkdtnl,Eff_gxqeoctzwa) 
Drug_glhybatyvi : (Drug_fdizkivztp,Eff_baglnipivq) 
Drug_wrxkmsfmqw : (Drug_hfaufnvtup,Eff_hcbllkpphv) 
Drug_ddekzlktvl : (Drug_lihhdaptjl,Eff_jyzugyxgra) 
Drug_wwxfkhjdhf : (Drug_kocpgbwuij,Eff_fteimgimog) 
Drug_ucunzsbeyg : (Drug_hnbhxagucx,Eff_nwuqaqivgo) 
Drug_symzbjnnpa : (Drug_egqgiasssy,Eff_zpvonqbops) 
Drug_kmnoctdhbd : (Drug_kgnlxkzklg,Eff_wxfsbomhxm) 
Drug_etqqkwkzua : (Drug_vinadogvhw,Eff_jnukhgesvy) ; (Drug_dpyuadhnha,Eff_nngfacrawr) 
Drug_vduuekalec : (Drug_vqrangmvfz,Eff_firyxihghl) 
Drug_pndkrjlknr : (Drug_cfldcrqbds,Eff_iquaohhneh) 
Drug_yakhrsjdpq : (Drug_facdsjalra,Eff_ahinfcokkz) 
Drug_dgxpovlzqe : (Drug_ivlcifcbhk,Eff_psbzhogbyr) 
Drug_lpxqkjsfzs : (Drug_ijktmqankl,Eff_vlfsfexbao) 
Drug_vwjlvyhvae : (Drug_qupxemwtpb,Eff_xrkpsousup) 
Drug_onlnjvrnpu : (Drug_iiypfwjinw,Eff_wlwkvrmzjl) 
Drug_ajvqacvzns : (Drug_mxcqjimxhq,Eff_soddphzovw) 
Drug_tvfnuwmetw : (Drug_rwqfjnohva,Eff_zffoarltjz) 
Drug_zmdchxutsh : (Drug_ipczllzkyy,Eff_yhlxxefdxc) 
Drug_saqcnhijfm : (Drug_hmysnlbotf,Eff_gwitwcxcow) 
Drug_abpzxhcczl : (Drug_iouxhadwmo,Eff_eihjvmiewg) 
Drug_swcpdaxuzl : (Drug_rtpcftmcdj,Eff_fcgypzkceh) 
Drug_hhxuruhqrb : (Drug_iazowueori,Eff_bgjbfkfxos) 
Drug_wqfpnwbfio : (Drug_tkatqdoqhb,Eff_cobkavrlgh) 
Drug_ohjdkpcero : (Drug_opeeyisltj,Eff_hyblfioujb) 
Drug_fviiooxwxf : (Drug_uqjnhpuzzf,Eff_ymsmwepmgn) 
Drug_dawtluvnvy : (Drug_snlqfflfzt,Eff_ptzozuvnbz) 
Drug_bbvhzuxhzq : (Drug_kuifatkiuq,Eff_ddkednffhk) 
Drug_rukyylpynb : (Drug_jqubqpqiay,Eff_ypzkmmxktw) 
Drug_zblagmwpms : (Drug_ujudtdjauw,Eff_bzcpoycrbz) 
Drug_amtjxugmwq : (Drug_izzgufmolv,Eff_ccsxowzpoh) 
Drug_jrbpxxgbhu : (Drug_bshfgqswwz,Eff_grxkztxdkc) 
Drug_skrxaezvqq : (Drug_fyfdbkzxny,Eff_zbiyribjzr) 
Drug_llpegagugh : (Drug_cxvpaopwdo,Eff_kjazfpuhbp) 
Drug_ukxpmunprq : (Drug_eiwonzpxyv,Eff_bojbdgrace) 
Drug_pljtjdatvm : (Drug_bejzrenqsg,Eff_pnvwuqgwpm) 
Drug_yeucrlpxjt : (Drug_gbywwzoehx,Eff_sjunpvdepl) 
Drug_eizpncoylu : (Drug_ktsxyekoyo,Eff_xuozbaihyl) ; (Drug_wixdhtandy,Eff_xockprqkbo) 
Drug_arqkbquepr : (Drug_yabgsvptha,Eff_wxkvatmunf) 
Drug_hbfzjfaapf : (Drug_tyyglkqoao,Eff_yhoqzuyjrf) 
Drug_eifnjsvfua : (Drug_bpfgjffbew,Eff_lfdegdsims) 
Drug_ochfjgufhu : (Drug_gxfibvkytf,Eff_zanhccpygp) 
Drug_gbeplrbise : (Drug_eawmthmxsz,Eff_zvzywkzciy) 
Drug_norctmecao : (Drug_rxasibdrmo,Eff_hupexgqvlo) 
Drug_igdhkfwycz : (Drug_xrhyilokaw,Eff_scagattqzf) 
Drug_ehtsnawokh : (Drug_arvxcaflpj,Eff_nwzjrcmpjt) ; (Drug_mtqihjnkwx,Eff_hnhronvfsw) 
Drug_jcgpkxdpdl : (Drug_weeflliolq,Eff_bswwrrmjqi) 
Drug_gyisdnybcn : (Drug_xkellgnffb,Eff_xeabvtigin) 
Drug_cvhqfqjyuz : (Drug_hpivxueitf,Eff_xpptzcorgh) 
Drug_rcgtgusefq : (Drug_mbycuezzrq,Eff_lbkxgnkbjt) ; (Drug_mcsqqtdipp,Eff_wuwuyucmzs) 
Drug_fohhhktdxr : (Drug_vbautpcami,Eff_vgjgpwfdij) 
Drug_sooxgpycjo : (Drug_ydwgutierv,Eff_zupyjmrnbr) 
Drug_zkniybcszp : (Drug_emekzvodoe,Eff_aivcavhajr) 
Drug_yborfewhrg : (Drug_fjskhxazxt,Eff_obdnafwjjc) 
Drug_cmimutaehk : (Drug_uqqdrewrlg,Eff_nfxbsjhsoj) 
Drug_wgdubqsqsu : (Drug_llqsvhenqz,Eff_bthhfpgcsa) 
Drug_ouzyfhount : (Drug_cfrkjdtweq,Eff_ysreynqfxe) 
Drug_pzduekenps : (Drug_enygudzqhg,Eff_iwhhhljebz) 
Drug_sjyhhxcwkg : (Drug_zcgpffvkin,Eff_tubyvyfnqd) 
Drug_fysfnzkmkn : (Drug_ixpnowdiuv,Eff_ppmjmqkgza) 
Drug_ngwzohhhqn : (Drug_ojgyvjxrtu,Eff_cbvoikflac) 
Drug_nxxqqwnlzl : (Drug_qycopluhag,Eff_qofqcjenak) 
Drug_iqmgevmbng : (Drug_ogqrhcmkjb,Eff_rdbawrutje) ; (Drug_igvckifaix,Eff_txiqbuqzyl) 
Drug_nqjjpazxun : (Drug_nsafvqkpsd,Eff_laclzsvuvi) 
Drug_ppshilyotu : (Drug_aoarftxofz,Eff_bsruxejpeo) 
Drug_gyrddyzjro : (Drug_otltliiymq,Eff_gafnhxhgyo) 
Drug_nzyedeqxvs : (Drug_brszszqnma,Eff_tiogmorumj) 
Drug_tjgopevhyy : (Drug_ryrhpmyjzs,Eff_sufiiyprhr) 
Drug_zlosxlczkx : (Drug_xchkbkaupa,Eff_iicpqnwroy) 
Drug_zpuijsgoat : (Drug_dbrjxuyowk,Eff_mmwkjbtmal) ; (Drug_slpeiegcle,Eff_vqgzshgzhk) ; (Drug_wlmzmmamyj,Eff_dpmjmdwqyj) 
Drug_htrmifqnea : (Drug_ottgmiwpsu,Eff_tglscxzmty) 
Drug_kooigscpfo : (Drug_hjxbhxoeuc,Eff_pnjgfbdstc) 
Drug_khyiundafa : (Drug_zbzmksylej,Eff_ysxbhssnoa) ; (Drug_ugkvquavrt,Eff_fwdkdacdru) 
Drug_glhvmchhcq : (Drug_xsxnsbknfd,Eff_ylqrqqrxwr) 
Drug_wrogxjmblr : (Drug_brrrcndwlr,Eff_sapjbcwdne) 
Drug_rpaijunxgp : (Drug_qomnuidquw,Eff_wydognoraz) 
Drug_vqnzhwnfna : (Drug_cwpkasikhy,Eff_gigtexdnxn) 
Drug_lxxqcltndv : (Drug_nxodbneksr,Eff_yaegdgaami) 
Drug_zocvjxzffw : (Drug_etutdyelin,Eff_siyntrowxs) 
Drug_hzuavkqoos : (Drug_aytaoboksh,Eff_gorkddrpxb) 
Drug_cmrfqwkrzu : (Drug_tlbikxlmuu,Eff_ibnslbrkya) 
Drug_xpvaoixjzz : (Drug_pftyygcyii,Eff_uuceuyunsc) 
Drug_vfbuouffnj : (Drug_ookwbnoajd,Eff_swbnhyzypp) 
Drug_cakutgupne : (Drug_eqrhtuzegz,Eff_vmjwlecgtt) 
Drug_oybcduafrl : (Drug_jsuyblrniq,Eff_vyamdvkqdg) 
Drug_osfxivxfnb : (Drug_erxfaqezfx,Eff_uduhowndci) 
Drug_hkzixbbvcf : (Drug_irtpwgbcbf,Eff_vrvwgmaiqc) 
Drug_cqvkqrybss : (Drug_aofnyzbyor,Eff_vdoqvzcmph) 
Drug_xchkbkaupa : (Drug_zlosxlczkx,Eff_iicpqnwroy) 
Drug_choqetrnpt : (Drug_sbgrtibzju,Eff_syczgibhww) ; (Drug_zgphlhqskg,Eff_ogmetltext) 
Drug_suhiwjlxcj : (Drug_feoqlitdrb,Eff_gumzskyfiv) 
Drug_cjdfgzuhzs : (Drug_cfuxorevbo,Eff_dpnljzqqqp) 
Drug_dijesgowzh : (Drug_yokvyrcvrn,Eff_qiloslnzjm) 
Drug_iekjxzczvl : (Drug_vclalpkcwj,Eff_ymiivkoveq) 
Drug_pznqaduokb : (Drug_sshxmxpdfo,Eff_exrtkfgvfw) 
Drug_ewnzxikpis : (Drug_isremppapv,Eff_olvfyvhsgc) 
Drug_lairooggli : (Drug_vdtjyjdgaa,Eff_skfibylidg) 
Drug_lfjmmzfkza : (Drug_jxehbnmwvc,Eff_yamcaglmhq) 
Drug_pwdkduiytk : (Drug_ucqbdabcrd,Eff_uhaqrsmnwh) 
Drug_uowhpewnsr : (Drug_nxpkiusaly,Eff_whieklibpo) 
Drug_yuaoceyran : (Drug_mtghrtqpva,Eff_xzcpeahznb) 
Drug_lwczneqogm : (Drug_ircyskgguk,Eff_sdcvwsygya) 
Drug_vxctmfxqdz : (Drug_zbjmxznfxt,Eff_ntpjizmvcp) 
Drug_fapemjfdpw : (Drug_tzldfzwqcm,Eff_jpzhlvogmd) 
Drug_rkmilksaqo : (Drug_dklxjtjhju,Eff_qmkqggsxce) 
Drug_ifuphmpzlm : (Drug_qptxipyysm,Eff_xwgiordjrw) 
Drug_hzvvilpykf : (Drug_ytawpxmskk,Eff_cybsocvbpn) 
Drug_gupwfaggzo : (Drug_zumunmbvhn,Eff_jbssooctlp) 
Drug_xdhjieaitu : (Drug_dfqopfwnda,Eff_eytbmjenme) 
Drug_pmitnsvshu : (Drug_shaewgfmqi,Eff_ucieahgjvj) 
Drug_roexpoakih : (Drug_rbdovyzsia,Eff_qlkxkpxwrh) 
Drug_kqknzerdha : (Drug_mtodkyasov,Eff_rnbrqjcthf) 
Drug_iqdjmawvdb : (Drug_dsgrpiasxk,Eff_ykzfceglid) 
Drug_wrgzbyqqhn : (Drug_fpdbsvexvg,Eff_vwzuulszht) 
Drug_nmtplnboqo : (Drug_tigqabmyxy,Eff_cmqijfgeju) 
Drug_ukfwjnwxij : (Drug_stjedpfihb,Eff_hktfadilkj) 
Drug_scokyxbnkt : (Drug_mexiibbfys,Eff_vnaqvmtsop) 
Drug_xyjpainhoi : (Drug_cbjuawpbtw,Eff_hjucjmjfdw) 
Drug_mzfagytoma : (Drug_lgneytflvm,Eff_npuxfyyfnj) 
Drug_gqrebdxsrg : (Drug_wqljyttlzk,Eff_lvvdsphbza) 
Drug_edhpzsygzm : (Drug_upilynlbbt,Eff_krekbdrcda) 
Drug_fhfnoktzah : (Drug_ynmffzhsut,Eff_jamphfrnmf) 
Drug_njrykfzqwq : (Drug_zzpzlioowl,Eff_jlewrigqgl) 
Drug_ifvnicvbzm : (Drug_egpfipaoas,Eff_hsipquplln) 
Drug_gqrhlkdnyo : (Drug_jbxesncuoi,Eff_uqeuodljvg) 
Drug_ifqcbhvbkn : (Drug_iqxospukkv,Eff_ubbbuhomhq) 
Drug_ckqqwsemee : (Drug_tfcbpeheha,Eff_reuapxtiba) 
Drug_ifnlipqsga : (Drug_dgdceplned,Eff_iaxhfbyuoq) 
Drug_rddxpaacbb : (Drug_qkusfqtizg,Eff_frqnsswipn) ; (Drug_hwoppauwlj,Eff_hsodwmyllr) 
Drug_xsjyiafzbc : (Drug_chzphesrpr,Eff_myxrnfsqff) 
Drug_ymqgloaiyl : (Drug_xqtirogrnl,Eff_zpemjsxzld) ; (Drug_rycwoueppl,Eff_baddlfrxsg) 
Drug_edbazhkyqq : (Drug_sboqzvfwzu,Eff_jsyciurnsk) 
Drug_ukrnbagwjw : (Drug_rowmswokcf,Eff_hfrkpconbd) 
Drug_egrfliehdc : (Drug_rxxuqvmiry,Eff_mgkcgtwrgq) 
Drug_zxihhykfiw : (Drug_uizenrlquv,Eff_axbdeevwrn) 
Drug_ivezijnpsr : (Drug_ssumderyva,Eff_iikuocdgwx) 
Drug_dfadgtxtav : (Drug_ufkoevvkfs,Eff_licbwmsdgs) 
Drug_ptdwkxvnxa : (Drug_ppcydxytnm,Eff_pqfyaigejf) 
Drug_hyxcfhlpwx : (Drug_qoamwzqhef,Eff_thvzswegey) 
Drug_ebqqcozuos : (Drug_zndhbecseu,Eff_ubmferwwuc) 
Drug_mffeczuvgp : (Drug_hzxrcibosa,Eff_qsmwkzyoqd) 
Drug_komjzyaygh : (Drug_tyhcfidgst,Eff_ikpconsyil) 
Drug_mexceetfoy : (Drug_sfditacmyp,Eff_fgyqlqlamj) 
Drug_vppnedktpj : (Drug_wfclksmnfr,Eff_jldltnnqms) 
Drug_zscekpslyy : (Drug_judqlseybu,Eff_fupxcnkcpf) 
Drug_faassmlpev : (Drug_vtpkyfujwh,Eff_exkpmmzkqt) ; (Drug_eosgnykocm,Eff_ghbfvaixmc) 
Drug_klqtvgvagh : (Drug_nljwjphcty,Eff_znhkuwkxqq) 
Drug_eqwqbmfcoa : (Drug_mqaadyewef,Eff_xgfztbjkvf) 
Drug_mzschpihzi : (Drug_cgngrpmypz,Eff_bdnrwldhsm) ; (Drug_ijndabhkar,Eff_uxoluyriyw) 
Drug_xcdynqinpi : (Drug_ysejbawffo,Eff_slgiwobqxb) 
Drug_rknksntfko : (Drug_fvfjaywgws,Eff_glhbqpalps) 
Drug_wdsjnsadvm : (Drug_orxkyrwope,Eff_heqipnggxa) 
Drug_uheyudrnkc : (Drug_hugaxevcnm,Eff_lvtuvjrenl) 
Drug_hczmlinqmh : (Drug_nlmmnscixd,Eff_nyovxdhzlr) ; (Drug_jasokkvuiv,Eff_ywmlpdxzga) 
Drug_hoggbodlbs : (Drug_iqokqnizqn,Eff_ahsvodrddc) 
Drug_revjboisqz : (Drug_prtkznlfxb,Eff_ykucoqywge) 
Drug_eydqhntyxh : (Drug_yslezggoro,Eff_wjketaqetp) 
Drug_yrcnxxpoay : (Drug_tmdsxvjkhm,Eff_mfwixwyirc) ; (Drug_cxjhrcmvpu,Eff_jahbikzhzw) 
Drug_dzdugkwntl : (Drug_gjuqudiivb,Eff_elbhwtrdrd) 
Drug_ukbrquqkhf : (Drug_pgnusapaop,Eff_ndmwdzmjna) 
Drug_sbgydeenpv : (Drug_idvezczovx,Eff_otkwipktle) 
Drug_jejrknljji : (Drug_zxxffpjaxb,Eff_qcodxlanir) 
Drug_vgkoclqeln : (Drug_aebatskejf,Eff_dwowkwtjoj) 
Drug_tbuleesieu : (Drug_ixfsthggew,Eff_rhdihechue) 
Drug_xkkomzbcki : (Drug_viyvtfuxkq,Eff_yftywltwrw) 
Drug_oqkkzpxnyi : (Drug_sqttikebuf,Eff_kjfhnkstkc) ; (Drug_jliubstbfa,Eff_vgxhvvvqvt) 
Drug_tkqlpxzizd : (Drug_yipvffdkly,Eff_nfrzegqeod) 
Drug_juywoelmkn : (Drug_adkuthbgqu,Eff_ifwbttytzy) 
Drug_wmnhypfcnp : (Drug_imhtyrkypc,Eff_frvvmcbrqy) 
Drug_ujtavnbded : (Drug_qvsnhmkeuf,Eff_lefjanscvo) 
Drug_yykymhdbjs : (Drug_cveauhuiwx,Eff_awyfoorfeo) 
Drug_zlmjzdysqp : (Drug_pijeekbwmq,Eff_xxvgnyrgnw) 
Drug_lviivzptbw : (Drug_lxdgexrmqj,Eff_qczgbxmjas) 
Drug_wcvblzpwdt : (Drug_xlinucnjvk,Eff_dbchageuqz) 
Drug_rkxahuphos : (Drug_qxbzworrwq,Eff_mpzvuzarjx) 
Drug_fwlaeryugo : (Drug_qigovikupw,Eff_ztzeklhjgv) 
Drug_ketdgcddbd : (Drug_fjoujkkjrq,Eff_zeudogprmv) ; (Drug_kmppyjpsvh,Eff_zesdieapsl) ; (Drug_lpgncegrsi,Eff_wvxnvlywkj) 
Drug_yvhzyftpam : (Drug_ojmbugeepn,Eff_dvpjggmhhq) 
Drug_sshmztqged : (Drug_xfqldftrfc,Eff_kvudkhbfut) 
Drug_obzrpluyzh : (Drug_vwkgvamkes,Eff_lzpvqwyvwm) 
Drug_cyhcpgwxtm : (Drug_ppywbhspme,Eff_tvaqqdjxpm) ; (Drug_xxplrhecpz,Eff_ojljksnkef) 
